Open,High,Low,Close,Adj Close,Volume
8440.650391,8455.650391,8360.5,8382.299805,8382.299805,125400.0
8406.5,8410.849609,8353.150391,8401.900391,8401.900391,122800.0
8408.200195,8489.799805,8398.599609,8477.349609,8477.349609,137000.0
8490.950195,8534.650391,8490.799805,8530.150391,8530.150391,140700.0
8530.799805,8535.349609,8429.450195,8463.099609,8463.099609,271900.0
8450.299805,8500.299805,8438.650391,8475.75,8475.75,151900.0
8477.799805,8506.75,8456.349609,8494.200195,8494.200195,194300.0
8516.799805,8617.0,8516.25,8588.25,8588.25,197200.0
8605.099609,8623.0,8545.150391,8555.900391,8555.900391,152000.0
8535.450195,8560.200195,8504.650391,8524.700195,8524.700195,137400.0
8528.700195,8546.950195,8508.349609,8537.650391,8537.650391,153200.0
8582.400391,8626.950195,8526.400391,8564.400391,8564.400391,143500.0
8584.25,8588.349609,8523.900391,8538.299805,8538.299805,143300.0
8538.650391,8546.349609,8432.25,8438.25,8438.25,163800.0
8439.299805,8444.5,8330.5,8340.700195,8340.700195,146300.0
8318.049805,8376.799805,8317.0,8355.650391,8355.650391,136700.0
8338.849609,8348.299805,8272.400391,8292.900391,8292.900391,133900.0
8302.0,8321.900391,8216.299805,8224.099609,8224.099609,138100.0
8160.75,8242.400391,8152.5,8219.599609,8219.599609,137100.0
8172.600098000001,8189.350098000001,8052.600098000001,8067.600098000001,8067.600098000001,197300.0
8041.200195,8082.0,7961.350098000001,8029.799805,8029.799805,216200.0
8138.899901999999,8174.299805,8084.899901999999,8159.299805,8159.299805,162100.0
8230.450195,8263.450195,8208.599609,8225.200195,8225.200195,174800.0
8255.0,8330.950195,8228.200195,8324.0,8324.0,139200.0
8324.599609,8364.75,8252.849609,8267.0,8267.0,132200.0
8272.049805,8286.400391,8155.25,8174.100098000001,8174.100098000001,221900.0
8204.799805,8234.549805,8147.950195,8200.700195,8200.700195,75500.0
8214.700195,8279.150391,8214.700195,8246.299805,8246.299805,82100.0
8260.299805,8268.25,8220.549805,8248.25,8248.25,77700.0
8243.900391,8291.0,8243.75,8282.700195,8282.700195,84500.0
8288.700195,8410.599609,8288.700195,8395.450195,8395.450195,101900.0
8407.950195,8445.599609,8363.900391,8378.400391,8378.400391,118200.0
8325.299805,8327.849609,8111.350098000001,8127.350098000001,8127.350098000001,172800.0
8118.649901999999,8151.200195,8065.450195,8102.100098000001,8102.100098000001,164100.0
8191.399901999999,8243.5,8167.299805,8234.599609,8234.599609,143800.0
8285.450195,8303.299805,8190.799805,8284.5,8284.5,148000.0
8291.349609,8332.599609,8245.599609,8323.0,8323.0,103200.0
8346.150391,8356.650391,8267.900391,8299.400391,8299.400391,129600.0
8307.25,8326.450195,8236.650391,8277.549805,8277.549805,146100.0
8424.5,8527.099609,8380.549805,8494.150391,8494.150391,232100.0
8504.049805,8530.75,8452.25,8513.799805,8513.799805,176000.0
8550.049805,8570.950195,8531.5,8550.700195,8550.700195,125400.0
8575.099609,8707.900391,8574.5,8695.599609,8695.599609,158700.0
8719.650391,8741.849609,8689.599609,8729.5,8729.5,185900.0
8745.849609,8774.150391,8727.0,8761.400391,8761.400391,175500.0
8827.950195,8866.400391,8795.400391,8835.599609,8835.599609,191200.0
8871.349609,8925.049805,8825.450195,8910.5,8910.5,192000.0
8902.75,8985.049805,8874.049805,8914.299805,8914.299805,185100.0
8901.5,8966.650391,8861.25,8952.349609,8952.349609,256300.0
8996.599609,8996.599609,8775.099609,8808.900391,8808.900391,267300.0
8802.5,8840.799805,8751.099609,8797.400391,8797.400391,210100.0
8823.150391,8837.299805,8726.650391,8756.549805,8756.549805,208700.0
8789.150391,8792.849609,8704.400391,8723.700195,8723.700195,195300.0
8733.099609,8838.450195,8683.650391,8711.700195,8711.700195,173600.0
8696.849609,8726.200195,8645.549805,8661.049805,8661.049805,171300.0
8584.400391,8605.549805,8516.349609,8526.349609,8526.349609,146800.0
8478.099609,8646.25,8470.5,8565.549805,8565.549805,196200.0
8603.299805,8651.950195,8593.650391,8627.400391,8627.400391,161600.0
8676.950195,8732.549805,8599.25,8711.549805,8711.549805,158800.0
8741.5,8822.099609,8729.650391,8805.5,8805.5,221900.0
8831.400391,8870.099609,8793.400391,8809.349609,8809.349609,136400.0
8811.549805,8894.299805,8808.900391,8869.099609,8869.099609,147600.0
8883.049805,8913.450195,8794.450195,8895.299805,8895.299805,213300.0
8895.5,8899.950195,8816.299805,8833.599609,8833.599609,197600.0
8856.849609,8869.0,8736.099609,8754.950195,8754.950195,139600.0
8772.900391,8800.5,8726.75,8762.099609,8762.099609,149800.0
8801.900391,8840.650391,8751.400391,8767.25,8767.25,135200.0
